,time,id,x,y,z,velocity,angle of motion,facing angle
15951762,1351073998.178,19192000,13827,-7268,1478.471,702.27,-0.758,-0.721
15951770,1351073998.222,19192000,13839,-7277,1476.309,688.205,-0.705,-0.705
15951778,1351073998.263,19192000,13857,-7293,1473.078,724.189,-0.74,-0.6890000000000001
15951786,1351073998.305,19192000,13889,-7312,1470.5710000000001,728.684,-0.657,-0.685
15951794,1351073998.347,19192000,13917,-7338,1467.1879999999999,726.81,-0.733,-0.6890000000000001
15951802,1351073998.389,19192000,13947,-7365,1463.777,705.857,-0.7140000000000001,-0.703
15951810,1351073998.43,19192000,13975,-7385,1461.3029999999999,713.7239999999999,-0.7240000000000001,-0.7190000000000001
15951818,1351073998.472,19192000,14003,-7409,1456.0539999999999,749.86,-0.715,-0.737
15951826,1351073998.512,19192000,14039,-7440,1452.26,840.7389999999999,-0.75,-0.7929999999999999
15951834,1351073998.552,19192000,14081,-7483,1444.366,910.0039999999999,-0.821,-0.802
15951842,1351073998.5939999,19192000,14124,-7525,1435.4520000000002,1003.1039999999999,-0.838,-0.85
15951850,1351073998.6339998,19192000,14173,-7583,1427.144,1027.106,-0.865,-0.88
15951858,1351073998.675,19192000,14215,-7632,1424.848,1107.037,-0.878,-0.9229999999999999
15951866,1351073998.716,19192000,14260,-7681,1423.924,1148.7930000000001,-0.924,-0.9640000000000001
15951874,1351073998.756,19192000,14297,-7733,1432.535,1175.224,-0.958,-0.96
15951882,1351073998.796,19192000,14330,-7782,1439.5610000000001,1149.562,-1.013,-0.973
15951890,1351073998.838,19192000,14356,-7832,1441.7779999999998,1123.4360000000001,-1.03,-0.951
15951898,1351073998.878,19192000,14380,-7876,1451.6879999999999,1144.385,-1.01,-0.9520000000000001
15951906,1351073998.92,19192000,14415,-7921,1452.1629999999998,1168.722,-0.963,-0.97
15951914,1351073998.966,19192000,14460,-7967,1480.921,1141.519,-0.958,-0.976
15951922,1351073999.006,19192000,14496,-8011,1495.185,1174.406,-0.932,-0.9570000000000001
15951930,1351073999.045,19192000,14508,-8035,1496.8970000000002,1139.606,-0.961,-0.9540000000000001
15951938,1351073999.0839999,19192000,14531,-8068,1498.8010000000002,1075.474,-0.895,-0.956
15951946,1351073999.125,19192000,14553,-8096,1487.871,1066.045,-0.884,-0.929
15951954,1351073999.163,19192000,14578,-8099,1474.976,1041.742,-0.836,-0.9159999999999999
15951962,1351073999.204,19192000,14616,-8131,1468.839,1029.038,-0.915,-0.9520000000000001
15951970,1351073999.247,19192000,14647,-8174,1511.879,1058.653,-0.965,-0.978
15951978,1351073999.287,19192000,14678,-8197,1503.4660000000001,1019.788,-0.872,-0.951
15951986,1351073999.325,19192000,14703,-8212,1497.247,1035.009,-0.853,-0.9009999999999999
15951994,1351073999.3669999,19192000,14747,-8258,1517.876,1079.4360000000001,-0.8270000000000001,-0.863
15952002,1351073999.407,19192000,14792,-8299,1524.0,1152.81,-0.838,-0.873
15952010,1351073999.451,19192000,14819,-8344,1519.4660000000001,1174.37,-0.927,-0.932
15952018,1351073999.4910002,19192000,14854,-8391,1540.235,1186.0410000000002,-0.888,-0.922
15952026,1351073999.532,19192000,14877,-8432,1549.241,1231.181,-0.9520000000000001,-0.9640000000000001
15952034,1351073999.574,19192000,14876,-8426,1543.41,1145.4389999999999,-0.9890000000000001,-0.993
15952042,1351073999.615,19192000,14884,-8456,1537.9579999999999,1126.8010000000002,-1.056,-1.02
15952050,1351073999.659,19192000,14917,-8508,1531.3020000000001,1170.448,-1.074,-1.038
15952058,1351073999.705,19192000,14926,-8530,1521.6429999999998,1111.944,-1.08,-1.071
15952066,1351073999.747,19192000,14952,-8575,1513.1989999999998,1125.474,-1.0979999999999999,-1.0859999999999999
15952074,1351073999.788,19192000,14974,-8618,1506.856,1104.364,-1.061,-1.0959999999999999
15952082,1351073999.829,19192000,15014,-8648,1500.2839999999999,1133.424,-1.013,-1.044
15952090,1351073999.869,19192000,15051,-8677,1494.22,1179.038,-0.981,-1.004
15952098,1351073999.91,19192000,15091,-8724,1518.241,1241.1019999999999,-0.9670000000000001,-0.988
15952106,1351073999.95,19192000,15128,-8765,1533.737,1194.184,-0.968,-1.001
15952114,1351073999.9919999,19192000,15160,-8800,1538.245,1197.9389999999999,-0.9620000000000001,-0.9890000000000001
15952122,1351074000.03,19192000,15182,-8834,1542.8339999999998,1173.046,-0.978,-0.983
15952130,1351074000.071,19192000,15215,-8862,1539.354,1159.766,-0.966,-0.977
15952138,1351074000.112,19192000,15241,-8906,1538.215,1131.6889999999999,-0.991,-0.98
15952146,1351074000.154,19192000,15273,-8949,1534.234,1099.55,-0.9520000000000001,-0.955
15952154,1351074000.194,19192000,15299,-8988,1529.7179999999998,1095.996,-0.9520000000000001,-0.96
15952162,1351074000.235,19192000,15319,-9016,1537.734,1055.027,-0.9540000000000001,-0.93
15952170,1351074000.277,19192000,15355,-9042,1533.326,1058.89,-0.966,-0.9570000000000001
15952178,1351074000.317,19192000,15373,-9039,1528.6170000000002,1031.09,-0.905,-0.946
15952186,1351074000.356,19192000,15377,-9060,1531.3870000000002,993.998,-0.9570000000000001,-0.95
15952194,1351074000.398,19192000,15395,-9077,1534.0839999999998,997.2610000000001,-0.9440000000000001,-0.9159999999999999
15952202,1351074000.439,19192000,15425,-9108,1546.599,1032.245,-0.904,-0.885
15952210,1351074000.483,19192000,15441,-9121,1544.9279999999999,1039.454,-0.9229999999999999,-0.898
15952218,1351074000.524,19192000,15465,-9138,1545.645,1078.093,-0.903,-0.8759999999999999
15952226,1351074000.566,19192000,15510,-9188,1563.861,1121.222,-0.9129999999999999,-0.884
15952234,1351074000.608,19192000,15567,-9263,1566.7,1161.002,-0.897,-0.856
15952242,1351074000.649,19192000,15625,-9322,1569.376,1214.287,-0.8540000000000001,-0.86
15952250,1351074000.688,19192000,15655,-9363,1569.246,1221.742,-0.865,-0.8909999999999999
15952258,1351074000.727,19192000,15699,-9400,1569.0079999999998,1250.3339999999998,-0.8140000000000001,-0.8959999999999999
15952266,1351074000.769,19192000,15737,-9429,1557.318,1221.444,-0.812,-0.912
15952274,1351074000.809,19192000,15767,-9454,1554.067,1170.269,-0.81,-0.9470000000000001
15952282,1351074000.85,19192000,15778,-9497,1552.0739999999998,1174.32,-0.9009999999999999,-1.004
15952290,1351074000.891,19192000,15803,-9515,1552.609,1150.815,-0.9420000000000001,-1.004
15952299,1351074000.93,19192000,15819,-9545,1552.102,1094.372,-1.01,-1.0190000000000001
15952308,1351074000.968,19192000,15832,-9563,1545.491,1063.437,-1.033,-1.0390000000000001
15952317,1351074001.0080001,19192000,15844,-9587,1557.89,984.043,-1.034,-1.057
15952326,1351074001.044,19192000,15858,-9607,1564.151,1013.738,-1.053,-1.061
15952335,1351074001.085,19192000,15875,-9623,1567.243,931.91,-0.965,-1.0290000000000001
15952344,1351074001.121,19192000,15895,-9633,1569.6270000000002,897.434,-0.9540000000000001,-0.961
15952353,1351074001.16,19192000,15925,-9627,1569.888,878.222,-0.85,-0.8690000000000001
15952362,1351074001.199,19192000,15964,-9660,1568.6170000000002,932.64,-0.8109999999999999,-0.848
15952371,1351074001.243,19192000,16012,-9695,1567.8270000000002,913.689,-0.752,-0.8420000000000001
15952380,1351074001.2810001,19192000,16050,-9711,1563.259,925.63,-0.72,-0.794
15952389,1351074001.323,19192000,16060,-9724,1561.037,884.3,-0.731,-0.777
15952398,1351074001.362,19192000,16059,-9724,1557.8,842.71,-0.7290000000000001,-0.773
15952407,1351074001.401,19192000,16064,-9745,1556.98,834.732,-0.8240000000000001,-0.765
15952416,1351074001.441,19192000,16073,-9789,1559.8010000000002,864.693,-0.9059999999999999,-0.821
15952425,1351074001.48,19192000,16093,-9813,1557.567,809.702,-0.9159999999999999,-0.8
15952434,1351074001.52,19192000,16106,-9828,1557.777,845.6469999999999,-0.905,-0.8
15952443,1351074001.558,19192000,16125,-9847,1558.175,830.503,-0.813,-0.816
15952452,1351074001.596,19192000,16166,-9893,1557.609,852.732,-0.7829999999999999,-0.8240000000000001
15952462,1351074001.638,19192000,16196,-9922,1556.379,823.71,-0.768,-0.861
15952472,1351074001.677,19192000,16212,-9931,1554.234,843.454,-0.858,-0.9109999999999999
15952482,1351074001.715,19192000,16237,-9936,1553.39,881.2439999999999,-0.852,-0.925
15952492,1351074001.754,19192000,16287,-9963,1568.463,928.945,-0.828,-0.9620000000000001
15952502,1351074001.795,19192000,16344,-9987,1570.4389999999999,941.913,-0.887,-0.9470000000000001
15952512,1351074001.833,19192000,16375,-10011,1570.392,957.092,-0.905,-0.9620000000000001
15952522,1351074001.8730001,19192000,16402,-10037,1571.25,968.301,-0.8640000000000001,-0.945
15952532,1351074001.913,19192000,16432,-10059,1562.6670000000001,936.2,-0.895,-0.938
15952542,1351074001.954,19192000,16470,-10088,1551.155,902.314,-0.851,-0.897
15952552,1351074002.0010002,19192000,16507,-10122,1543.2579999999998,838.4119999999999,-0.8959999999999999,-0.8959999999999999
15952562,1351074002.042,19192000,16534,-10149,1538.8370000000002,773.201,-0.905,-0.899
15952572,1351074002.083,19192000,16571,-10189,1527.443,851.221,-0.8759999999999999,-0.93
15952582,1351074002.1239998,19192000,16610,-10211,1522.361,902.1569999999999,-0.9329999999999999,-0.922
15952592,1351074002.1660001,19192000,16652,-10248,1526.8829999999998,983.462,-0.956,-0.919
15952602,1351074002.206,19192000,16696,-10308,1525.751,1043.0739999999998,-0.998,-0.915
15952612,1351074002.247,19192000,16726,-10346,1524.8670000000002,994.813,-0.9570000000000001,-0.898
15952622,1351074002.287,19192000,16759,-10380,1530.999,1025.1680000000001,-0.907,-0.89
15952632,1351074002.327,19192000,16776,-10407,1539.9360000000001,998.706,-0.992,-0.899
15952642,1351074002.368,19192000,16797,-10451,1536.273,1018.461,-1.034,-0.943
15952652,1351074002.409,19192000,16823,-10485,1528.7820000000002,973.951,-0.988,-0.9470000000000001
15952662,1351074002.448,19192000,16856,-10493,1524.6129999999998,924.2239999999999,-0.922,-0.899
15952672,1351074002.488,19192000,16893,-10509,1509.921,910.0260000000001,-0.865,-0.8959999999999999
15952682,1351074002.528,19192000,16931,-10531,1499.5,932.275,-0.89,-0.924
15952692,1351074002.568,19192000,16940,-10548,1486.789,908.3589999999999,-0.892,-0.9109999999999999
15952702,1351074002.6069999,19192000,16970,-10584,1488.418,929.334,-0.828,-0.857
15952712,1351074002.645,19192000,16996,-10610,1489.195,890.118,-0.841,-0.879
15952722,1351074002.685,19192000,17019,-10622,1505.23,853.455,-0.888,-0.9
15952732,1351074002.731,19192000,17041,-10642,1511.977,784.922,-0.85,-0.93
15952742,1351074002.773,19192000,17072,-10661,1514.567,801.932,-0.882,-0.9470000000000001
15952752,1351074002.815,19192000,17111,-10693,1514.141,836.712,-0.8590000000000001,-0.9109999999999999
15952762,1351074002.853,19192000,17142,-10718,1511.281,880.075,-0.8959999999999999,-0.8759999999999999
15952772,1351074002.895,19192000,17179,-10741,1510.381,918.553,-0.858,-0.857
15952782,1351074002.936,19192000,17225,-10771,1497.9820000000002,958.709,-0.787,-0.853
15952792,1351074002.976,19192000,17259,-10785,1493.444,1004.993,-0.816,-0.862
15952802,1351074003.015,19192000,17301,-10804,1487.006,942.102,-0.804,-0.856
15952812,1351074003.055,19192000,17334,-10827,1479.6070000000002,964.273,-0.893,-0.855
15952822,1351074003.099,19192000,17373,-10854,1462.115,926.421,-0.838,-0.841
15952832,1351074003.138,19192000,17410,-10874,1461.6779999999999,892.409,-0.882,-0.8320000000000001
15952842,1351074003.18,19192000,17443,-10900,1459.6889999999999,875.682,-0.883,-0.852
15952852,1351074003.2189999,19192000,17477,-10919,1458.029,872.8660000000001,-0.866,-0.907
15952862,1351074003.2580001,19192000,17491,-10942,1457.41,842.617,-0.93,-0.9490000000000001
15952872,1351074003.299,19192000,17486,-10963,1466.065,827.0139999999999,-0.934,-0.973
15952881,1351074003.339,19192000,17508,-10994,1477.319,888.914,-1.001,-0.993
15952890,1351074003.38,19192000,17540,-11038,1474.9470000000001,956.586,-1.038,-1.047
15952899,1351074003.419,19192000,17549,-11078,1461.5839999999998,1010.3739999999999,-1.0270000000000001,-1.063
15952908,1351074003.461,19192000,17566,-11114,1459.5510000000002,969.003,-1.094,-1.031
15952917,1351074003.503,19192000,17601,-11149,1458.808,976.205,-1.033,-0.995
15952926,1351074003.543,19192000,17616,-11188,1452.6470000000002,991.029,-1.026,-1.015
15952935,1351074003.583,19192000,17638,-11244,1447.146,990.2489999999999,-1.0490000000000002,-1.026
15952944,1351074003.6239998,19192000,17685,-11269,1442.372,961.87,-0.9640000000000001,-0.971
15952953,1351074003.667,19192000,17736,-11282,1441.2220000000002,919.29,-0.861,-0.8959999999999999
15952962,1351074003.707,19192000,17773,-11269,1435.49,832.1189999999999,-0.784,-0.83
15952971,1351074003.746,19192000,17796,-11264,1436.108,754.795,-0.718,-0.757
15952980,1351074003.786,19192000,17827,-11276,1443.4779999999998,767.423,-0.722,-0.7090000000000001
15952989,1351074003.829,19192000,17861,-11306,1469.005,817.523,-0.675,-0.695
15952998,1351074003.869,19192000,17891,-11341,1486.065,828.3889999999999,-0.7559999999999999,-0.706
15953007,1351074003.91,19192000,17922,-11360,1491.487,853.9680000000001,-0.753,-0.7090000000000001
15953016,1351074003.954,19192000,17940,-11388,1491.1870000000001,899.815,-0.802,-0.687
15953025,1351074003.995,19192000,17962,-11425,1484.9720000000002,897.678,-0.856,-0.755
15953034,1351074004.036,19192000,18005,-11436,1479.3370000000002,950.96,-0.72,-0.735
15953043,1351074004.077,19192000,18043,-11464,1476.2779999999998,1066.646,-0.634,-0.67
15953052,1351074004.1169999,19192000,18090,-11499,1475.3870000000002,1061.925,-0.698,-0.706
15953061,1351074004.158,19192000,18110,-11547,1476.3970000000002,1047.068,-0.73,-0.75
15953070,1351074004.196,19192000,18147,-11565,1474.882,1101.01,-0.688,-0.691
15953079,1351074004.2419999,19192000,18201,-11579,1474.31,1136.007,-0.649,-0.654
15953088,1351074004.283,19192000,18220,-11615,1471.9229999999998,1116.432,-0.622,-0.68
15953097,1351074004.324,19192000,18252,-11668,1474.385,1117.0330000000001,-0.659,-0.6629999999999999
15953106,1351074004.368,19192000,18270,-11702,1474.961,1025.4669999999999,-0.653,-0.642
15953115,1351074004.409,19192000,18276,-11726,1475.516,921.92,-0.593,-0.626
15953124,1351074004.451,19192000,18306,-11758,1475.533,942.559,-0.629,-0.654
15953133,1351074004.493,19192000,18326,-11780,1475.703,845.2610000000001,-0.6809999999999999,-0.63
15953142,1351074004.533,19192000,18360,-11791,1476.2120000000002,900.6,-0.657,-0.66
15953151,1351074004.575,19192000,18387,-11810,1476.2879999999998,880.387,-0.716,-0.6409999999999999
15953160,1351074004.6169999,19192000,18971,-11792,1473.963,1907.168,-0.20199999999999999,-0.287
15953169,1351074004.659,19192000,19093,-11813,1472.549,2025.04,-0.19399999999999998,-0.26
15953178,1351074004.7,19192000,19168,-11824,1471.386,1979.904,-0.2,-0.26
15953187,1351074004.74,19192000,19234,-11828,1469.986,1890.546,-0.209,-0.251
15953196,1351074004.78,19192000,19269,-11822,1468.469,1712.757,-0.228,-0.23600000000000002
15953205,1351074004.821,19192000,19318,-11822,1467.523,1721.906,-0.188,-0.18600000000000003
15953214,1351074004.865,19192000,19372,-11831,1470.993,1663.64,-0.242,-0.195
15953223,1351074004.905,19192000,19417,-11831,1472.402,1626.5929999999998,-0.17,-0.168
15953232,1351074004.946,19192000,19457,-11848,1476.135,1539.4920000000002,-0.25,-0.217
15953241,1351074004.9889998,19192000,19501,-11867,1478.085,1450.17,-0.292,-0.272
15953250,1351074005.037,19192000,19537,-11875,1481.48,1419.297,-0.26899999999999996,-0.268
15953259,1351074005.078,19192000,19556,-11901,1481.912,1355.8970000000002,-0.353,-0.309
15953268,1351074005.12,19192000,19582,-11947,1487.83,1286.778,-0.447,-0.38299999999999995
15953277,1351074005.161,19192000,19587,-11974,1491.243,1088.0839999999998,-0.505,-0.46
15953286,1351074005.201,19192000,19569,-12006,1491.088,981.311,-0.578,-0.509
15953295,1351074005.24,19192000,19553,-12030,1490.0510000000002,1006.325,-0.5770000000000001,-0.545
15953304,1351074005.282,19192000,19574,-12056,1488.239,1061.0539999999999,-0.594,-0.5489999999999999
15953313,1351074005.324,19192000,19589,-12074,1486.481,947.966,-0.624,-0.588
15953322,1351074005.365,19192000,19603,-12098,1483.773,848.592,-0.65,-0.591
15953331,1351074005.407,19192000,19612,-12123,1482.4560000000001,747.789,-0.612,-0.588
15953340,1351074005.447,19192000,19614,-12125,1481.158,667.32,-0.58,-0.599
15953349,1351074005.487,19192000,19625,-12133,1480.1879999999999,660.341,-0.573,-0.605
15953358,1351074005.529,19192000,19647,-12153,1478.973,691.635,-0.552,-0.588
15953367,1351074005.569,19192000,19658,-12178,1477.5639999999999,694.8489999999999,-0.604,-0.591
15953376,1351074005.609,19192000,19675,-12205,1482.136,684.561,-0.619,-0.66
15953385,1351074005.647,19192000,19691,-12229,1483.305,682.373,-0.614,-0.6459999999999999
15953394,1351074005.688,19192000,19717,-12252,1482.185,688.477,-0.649,-0.6579999999999999
15953403,1351074005.7289999,19192000,19747,-12295,1479.743,740.323,-0.687,-0.6609999999999999
15953412,1351074005.773,19192000,19748,-12321,1477.386,710.941,-0.6859999999999999,-0.695
15953421,1351074005.816,19192000,19758,-12350,1474.861,749.325,-0.8029999999999999,-0.757
15953430,1351074005.858,19192000,19775,-12384,1472.289,768.9910000000001,-0.773,-0.743
15953439,1351074005.899,19192000,19811,-12415,1470.3120000000001,814.797,-0.715,-0.6920000000000001
15953448,1351074005.942,19192000,19837,-12449,1468.672,864.321,-0.659,-0.688
15953457,1351074005.986,19192000,19859,-12469,1467.286,854.8710000000001,-0.6829999999999999,-0.7140000000000001
15953466,1351074006.028,19192000,19883,-12509,1466.013,871.875,-0.757,-0.738
15953475,1351074006.068,19192000,19919,-12550,1463.605,870.568,-0.738,-0.7659999999999999
15953484,1351074006.109,19192000,19953,-12591,1461.6470000000002,916.163,-0.763,-0.762
15953493,1351074006.15,19192000,19992,-12620,1477.902,888.7180000000001,-0.758,-0.703
15953502,1351074006.193,19192000,20034,-12652,1478.154,923.4730000000001,-0.743,-0.7090000000000001
15953511,1351074006.233,19192000,20062,-12665,1477.922,879.704,-0.688,-0.667
15953520,1351074006.276,19192000,20098,-12669,1474.672,778.7460000000001,-0.638,-0.61
15953529,1351074006.316,19192000,20121,-12666,1471.355,712.2389999999999,-0.535,-0.586
15953538,1351074006.356,19192000,20148,-12681,1467.931,721.7760000000001,-0.449,-0.521
15953547,1351074006.399,19192000,20179,-12701,1464.5439999999999,707.571,-0.486,-0.5379999999999999
15953556,1351074006.441,19192000,20202,-12719,1461.2320000000002,759.2510000000001,-0.5479999999999999,-0.522
15953565,1351074006.481,19192000,20231,-12744,1458.954,762.712,-0.51,-0.503
15953574,1351074006.524,19192000,20258,-12766,1456.81,784.082,-0.534,-0.519
15953583,1351074006.564,19192000,20290,-12788,1455.0610000000001,810.314,-0.547,-0.5479999999999999
15953592,1351074006.606,19192000,20318,-12813,1453.614,839.7389999999999,-0.518,-0.5479999999999999
15953601,1351074006.648,19192000,20343,-12836,1452.025,832.681,-0.527,-0.506
15953610,1351074006.687,19192000,20385,-12856,1450.386,867.887,-0.461,-0.48700000000000004
15953619,1351074006.7289999,19192000,20415,-12872,1459.204,880.015,-0.457,-0.526
15953628,1351074006.7710001,19192000,20432,-12907,1475.374,845.865,-0.537,-0.583
15953637,1351074006.814,19192000,20450,-12930,1479.471,848.573,-0.58,-0.5870000000000001
15953646,1351074006.8539999,19192000,20465,-12938,1475.595,838.793,-0.58,-0.5720000000000001
15953655,1351074006.897,19192000,20505,-12947,1471.96,820.995,-0.55,-0.5710000000000001
15953664,1351074006.937,19192000,20536,-12960,1469.025,858.6210000000001,-0.534,-0.552
15953673,1351074006.978,19192000,20568,-12968,1464.399,861.11,-0.545,-0.5489999999999999
15953682,1351074007.022,19192000,20593,-12980,1462.19,896.118,-0.581,-0.539
15953691,1351074007.065,19192000,20600,-13003,1467.082,903.191,-0.615,-0.556
15953700,1351074007.105,19192000,20611,-13016,1484.3339999999998,936.3810000000001,-0.562,-0.532
15953709,1351074007.147,19192000,20652,-13036,1490.246,990.85,-0.636,-0.532
15953718,1351074007.188,19192000,20719,-13050,1496.338,1102.252,-0.615,-0.496
15953727,1351074007.231,19192000,20778,-13070,1493.4879999999998,1113.391,-0.591,-0.502
15953736,1351074007.272,19192000,20823,-13092,1491.9920000000002,1172.884,-0.591,-0.506
15953745,1351074007.316,19192000,20876,-13105,1492.4479999999999,1217.48,-0.5720000000000001,-0.5329999999999999
15953754,1351074007.36,19192000,20904,-13115,1488.2579999999998,1211.618,-0.573,-0.534
15953764,1351074007.401,19192000,20937,-13149,1488.287,1211.188,-0.586,-0.56
15953774,1351074007.444,19192000,20973,-13179,1487.9170000000001,1243.5739999999998,-0.635,-0.536
15953784,1351074007.485,19192000,20992,-13211,1485.674,1210.027,-0.604,-0.561
15953794,1351074007.529,19192000,21011,-13236,1483.325,1185.123,-0.58,-0.5760000000000001
15953804,1351074007.571,19192000,21045,-13255,1481.223,1173.057,-0.6,-0.588
15953814,1351074007.611,19192000,21089,-13273,1479.474,1223.864,-0.556,-0.59
15953824,1351074007.654,19192000,21118,-13299,1479.624,1179.315,-0.59,-0.609
15953834,1351074007.696,19192000,21152,-13317,1486.183,1094.59,-0.608,-0.581
15953844,1351074007.738,19192000,21167,-13345,1487.345,1032.96,-0.585,-0.532
15953854,1351074007.777,19192000,21189,-13364,1486.36,963.993,-0.508,-0.49
15953864,1351074007.817,19192000,21213,-13378,1485.3629999999998,973.4860000000001,-0.49,-0.46399999999999997
15953874,1351074007.8569999,19192000,21240,-13400,1492.884,986.8330000000001,-0.444,-0.439
15953884,1351074007.899,19192000,21275,-13415,1492.9270000000001,982.804,-0.465,-0.406
15953894,1351074007.939,19192000,21302,-13431,1492.789,940.5319999999999,-0.41200000000000003,-0.397
15953904,1351074007.9789999,19192000,21333,-13446,1491.543,936.091,-0.449,-0.38
15953914,1351074008.0210001,19192000,21373,-13468,1488.5970000000002,1007.617,-0.531,-0.377
15953924,1351074008.064,19192000,21413,-13475,1485.7520000000002,1031.4769999999999,-0.439,-0.35
15953934,1351074008.1069999,19192000,21450,-13486,1482.095,1040.463,-0.313,-0.354
15953944,1351074008.15,19192000,21498,-13496,1481.056,1079.792,-0.31,-0.38299999999999995
15953954,1351074008.193,19192000,21541,-13504,1480.3239999999998,1092.536,-0.32799999999999996,-0.368
15953963,1351074008.234,19192000,21598,-13530,1478.318,1103.671,-0.33,-0.402
15953972,1351074008.276,19192000,21622,-13539,1476.5079999999998,1010.2339999999999,-0.371,-0.396
15953981,1351074008.315,19192000,21645,-13540,1482.67,1015.5830000000001,-0.39799999999999996,-0.439
15953990,1351074008.3569999,19192000,21677,-13542,1486.0729999999999,1027.145,-0.36700000000000005,-0.431
15953999,1351074008.398,19192000,21710,-13557,1486.765,1024.103,-0.32299999999999995,-0.474
15954008,1351074008.438,19192000,21735,-13557,1486.8310000000001,991.6060000000001,-0.353,-0.494
15954017,1351074008.48,19192000,21764,-13566,1485.701,983.342,-0.431,-0.518
15954026,1351074008.5210001,19192000,21784,-13580,1484.626,948.706,-0.47600000000000003,-0.526
15954035,1351074008.563,19192000,21824,-13599,1485.695,907.082,-0.525,-0.539
15954045,1351074008.6039999,19192000,21850,-13603,1485.8110000000001,905.403,-0.527,-0.5670000000000001
15954055,1351074008.645,19192000,21873,-13631,1482.83,924.804,-0.609,-0.556
15954065,1351074008.687,19192000,21904,-13664,1478.507,1003.712,-0.601,-0.58
15954075,1351074008.7289999,19192000,21940,-13694,1474.2420000000002,1017.297,-0.647,-0.581
15954086,1351074008.769,19192000,22007,-13718,1469.7579999999998,1050.358,-0.5660000000000001,-0.5529999999999999
15954097,1351074008.813,19192000,22057,-13742,1467.766,1061.81,-0.532,-0.518
15954108,1351074008.855,19192000,22112,-13765,1466.15,1060.0919999999999,-0.48,-0.48200000000000004
15954119,1351074008.895,19192000,22166,-13793,1462.6129999999998,1069.757,-0.508,-0.491
15954130,1351074008.936,19192000,22200,-13823,1459.477,1070.406,-0.522,-0.498
15954141,1351074008.978,19192000,22228,-13845,1458.213,1019.182,-0.5710000000000001,-0.518
15954152,1351074009.019,19192000,22256,-13861,1455.95,1017.17,-0.581,-0.527
15954163,1351074009.06,19192000,22282,-13872,1453.8529999999998,994.2310000000001,-0.5720000000000001,-0.544
15954174,1351074009.1,19192000,22311,-13887,1451.525,1019.903,-0.527,-0.526
15954185,1351074009.142,19192000,22347,-13895,1449.59,994.8960000000001,-0.531,-0.517
15954196,1351074009.184,19192000,22382,-13902,1446.6970000000001,1002.4019999999999,-0.502,-0.507
15954208,1351074009.2289999,19192000,22419,-13921,1443.295,978.055,-0.522,-0.534
15954220,1351074009.2710001,19192000,22438,-13922,1440.151,882.2439999999999,-0.5489999999999999,-0.581
15954232,1351074009.314,19192000,22481,-13920,1438.027,917.505,-0.547,-0.5539999999999999
15954244,1351074009.355,19192000,22535,-13951,1432.692,967.324,-0.561,-0.564
15954256,1351074009.4,19192000,22574,-13973,1427.124,950.2310000000001,-0.586,-0.599
15954268,1351074009.444,19192000,22606,-13974,1424.259,938.977,-0.597,-0.585
15954280,1351074009.483,19192000,22647,-13987,1421.477,1003.2589999999999,-0.545,-0.5760000000000001
15954292,1351074009.524,19192000,22692,-13997,1417.695,1087.254,-0.5429999999999999,-0.595
15954304,1351074009.569,19192000,22738,-14007,1415.578,1056.753,-0.535,-0.5670000000000001
15954316,1351074009.61,19192000,22781,-14022,1410.767,1085.8419999999999,-0.503,-0.532
15954328,1351074009.651,19192000,22818,-14052,1406.349,1031.945,-0.521,-0.491
15954340,1351074009.692,19192000,22854,-14074,1400.271,1027.577,-0.467,-0.45899999999999996
15954352,1351074009.735,19192000,22880,-14090,1393.976,980.8489999999999,-0.418,-0.41700000000000004
15954364,1351074009.78,19192000,22914,-14088,1391.8039999999999,924.763,-0.369,-0.377
15954376,1351074009.822,19192000,22969,-14117,1384.8029999999999,935.2239999999999,-0.396,-0.375
15954388,1351074009.8660002,19192000,23015,-14144,1377.6589999999999,951.409,-0.433,-0.392
15954400,1351074009.908,19192000,23043,-14167,1373.1770000000001,973.0269999999999,-0.5329999999999999,-0.401
15954412,1351074009.951,19192000,23086,-14193,1368.634,1023.0139999999999,-0.48100000000000004,-0.376
15954424,1351074009.993,19192000,23118,-14206,1364.6029999999998,1067.392,-0.43,-0.344
15954436,1351074010.034,19192000,23156,-14220,1358.5020000000002,1017.357,-0.395,-0.341
15954448,1351074010.073,19192000,23198,-14240,1353.1970000000001,1018.612,-0.376,-0.307
15954460,1351074010.1160002,19192000,23234,-14254,1348.621,1002.783,-0.335,-0.3
15954472,1351074010.158,19192000,23273,-14262,1344.8310000000001,974.562,-0.337,-0.285
15954484,1351074010.197,19192000,23296,-14271,1341.305,870.563,-0.354,-0.28600000000000003
15954496,1351074010.238,19192000,23319,-14267,1335.396,876.533,-0.252,-0.242
15954508,1351074010.284,19192000,23357,-14270,1329.911,855.045,-0.222,-0.243
15954520,1351074010.333,19192000,23390,-14272,1324.5829999999999,866.933,-0.17800000000000002,-0.214
15954532,1351074010.375,19192000,23439,-14280,1318.942,942.303,-0.215,-0.225
15954544,1351074010.417,19192000,23478,-14273,1315.26,949.7719999999999,-0.18600000000000003,-0.187
15954556,1351074010.4589999,19192000,23516,-14268,1312.2579999999998,959.298,-0.157,-0.152
15954568,1351074010.5,19192000,23560,-14276,1302.721,995.885,-0.16899999999999998,-0.165
15954580,1351074010.54,19192000,23596,-14282,1294.78,1042.348,-0.11900000000000001,-0.166
